price,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
438900.8118328666,0,3,2.5,2530,43733,2.0,0,0,3,8,1530,1000,1991,0,98045,47.46,-121.708,1730,43548
284021.7265739069,0,3,2.5,2070,6145,2.0,0,0,3,7,2070,0,2003,0,98092,47.3357,-122.172,2070,5297
842910.4471775093,1,4,3.5,2540,5808,2.0,0,0,5,8,1820,720,1910,1986,98117,47.6857,-122.376,1520,5461
377985.3449178812,1,4,2.5,2155,8140,2.0,0,0,3,8,2155,0,1996,0,98031,47.4204,-122.201,2155,7245
357648.05120275135,1,4,2.0,1870,7700,1.0,0,0,3,8,1870,0,1966,0,98055,47.4619,-122.196,2270,8580
363362.7779735988,0,3,1.5,1170,4080,1.0,0,0,5,6,1170,0,1917,0,98126,47.5338,-122.381,920,4242
378929.97281133913,1,3,2.5,1800,3074,2.0,0,0,3,7,1800,0,2003,0,98072,47.7631,-122.149,1610,2929
372297.91446135583,1,4,2.0,1650,7552,1.0,0,0,4,7,860,790,1977,0,98155,47.7765,-122.324,1410,7199
442061.8754399228,0,3,3.5,1522,1465,2.0,0,0,3,8,1248,274,2006,0,98117,47.6922,-122.375,1522,1341
895582.6282129998,0,4,1.75,2030,5688,2.0,0,4,4,9,1730,300,1939,0,98146,47.5071,-122.387,2320,11107
550591.9460444308,0,4,2.5,3236,9608,2.0,0,0,3,10,3236,0,2005,0,98030,47.3838,-122.195,3236,9660
489468.66997601883,1,4,1.75,2030,15400,1.0,0,1,3,9,1130,900,1975,0,98166,47.4603,-122.365,2040,12425
417076.1836156337,1,3,2.5,2075,39553,1.0,0,0,3,7,2075,0,2012,0,98038,47.3601,-122.032,1960,9047
280733.57970185194,0,3,2.5,1600,3573,2.0,0,0,3,7,1600,0,2013,0,98056,47.507,-122.181,1500,11089
431829.95651672006,1,2,1.5,1020,1146,3.0,0,0,3,7,1020,0,2001,0,98115,47.6774,-122.325,1138,1156
350133.7766892202,0,4,2.5,2300,41167,2.0,0,0,3,7,2300,0,1988,0,98042,47.3412,-122.108,2300,21765
583312.9361752336,1,3,2.25,1760,10350,1.0,0,0,4,7,1330,430,1979,0,98033,47.6605,-122.188,2210,11337
696096.3221628193,1,3,3.5,1630,1329,2.0,0,0,3,9,1360,270,2000,0,98122,47.6159,-122.306,1580,1319
196082.09326505318,1,3,1.0,1060,7473,1.0,0,0,3,7,1060,0,1959,0,98198,47.3699,-122.309,1320,7912
636418.3009087946,1,3,1.5,2120,8448,1.0,0,0,3,7,1060,1060,1940,0,98199,47.6438,-122.403,1620,7920
701904.1039536662,0,4,2.75,2440,7042,1.5,0,2,4,7,1640,800,1941,0,98116,47.5731,-122.408,2170,7900
381365.669830929,0,2,2.25,1280,2574,2.0,0,0,3,7,1280,0,1992,0,98144,47.5939,-122.302,1250,3960
564791.0704776355,0,3,2.25,2790,13791,1.0,0,3,3,8,2790,0,2006,0,98166,47.4389,-122.351,2720,12600
267806.14486178505,1,3,2.0,1280,7633,1.0,0,0,3,7,1280,0,1991,0,98038,47.3883,-122.05,1450,6783
819579.5882889089,0,5,3.0,2710,8227,1.0,0,2,3,8,1910,800,1953,0,98199,47.6505,-122.39,2060,5400
570030.2241994448,0,4,2.5,2242,37451,2.0,0,0,3,8,2242,0,1995,0,98028,47.7443,-122.228,2242,13125
269213.4926789978,0,5,2.5,2360,11375,1.0,0,0,4,7,1180,1180,1962,0,98178,47.4875,-122.255,1160,7800
517476.33651728183,0,2,2.25,1390,916,2.0,0,0,3,8,1165,225,2007,0,98122,47.6168,-122.314,1415,1488
1345772.4582826789,0,4,3.25,4350,112750,1.0,0,0,3,9,2200,2150,2006,0,98027,47.5435,-121.966,2180,223027
730156.070722138,1,5,3.0,2830,8854,1.0,0,0,4,8,1500,1330,1979,0,98040,47.5743,-122.209,2260,8604
275543.60312464123,0,3,2.5,1830,2517,2.0,0,0,3,8,1830,0,2005,0,98055,47.4496,-122.189,1610,2762
453903.6711907494,0,4,2.5,2040,21781,2.0,0,0,3,8,2040,0,1994,0,98014,47.6458,-121.904,2410,21781
485336.9605546097,0,4,2.5,3280,16575,1.0,0,0,3,9,2190,1090,1972,0,98188,47.426,-122.285,1570,13209
437751.779495447,1,4,2.0,2310,5004,1.0,0,0,3,7,1430,880,1994,0,98108,47.5471,-122.298,1630,5060
223838.9012074099,0,2,1.0,1170,8925,1.0,0,2,3,6,1170,0,1911,0,98198,47.4017,-122.321,1380,7440
1235372.4470967648,0,3,4.0,4380,42769,2.0,0,0,5,11,4380,0,1983,0,98052,47.7167,-122.109,3630,35425
893551.2935250906,1,4,3.5,3950,9600,2.0,0,0,3,10,3950,0,1998,0,98075,47.5945,-121.981,3110,10213
1212999.8181247844,0,4,2.25,2980,8051,1.5,0,2,4,10,2020,960,1935,0,98199,47.6426,-122.409,2760,5499
428936.392488487,0,4,1.75,2690,46609,1.5,0,0,3,7,2690,0,1940,0,98146,47.4951,-122.352,1920,7302
226260.06494986426,0,2,1.0,1000,31505,1.0,0,0,3,6,1000,0,1960,0,98019,47.7659,-121.899,1560,22597
1057279.9622169812,1,5,2.75,2520,18625,1.0,0,0,3,8,1660,860,1959,0,98004,47.6409,-122.207,3000,16624
536409.3664706618,1,4,1.75,2120,7725,1.0,0,0,3,8,1220,900,1965,0,98007,47.6003,-122.144,2160,7725
543815.906368688,0,4,2.75,2050,7171,1.0,0,0,3,8,1540,510,1988,0,98074,47.6194,-122.042,1960,7110
520069.30956909555,0,4,2.75,2100,7350,1.0,0,0,5,7,1240,860,1978,0,98034,47.7194,-122.172,2490,7350
585796.9817627243,0,3,1.5,1340,6000,1.0,0,0,4,7,1340,0,1960,0,98040,47.5866,-122.25,1590,9000
472490.81006265443,0,4,2.25,2300,7700,1.0,0,0,3,7,1380,920,1959,0,98125,47.7137,-122.322,2010,8820
205711.03320123142,0,3,1.0,1510,17040,1.0,0,0,4,6,1510,0,1975,0,98001,47.2649,-122.285,1520,14000
567571.1266552086,0,4,2.5,2040,8400,1.0,0,0,3,8,1420,620,1963,0,98006,47.5512,-122.17,2540,8925
2301950.743400538,1,3,3.0,3410,16015,2.0,1,4,4,10,2220,1190,1973,0,98040,47.5721,-122.239,3760,16572
692555.2042100216,1,3,2.5,2920,434728,2.0,0,3,4,8,2920,0,1999,0,98042,47.3809,-122.13,3150,55216
235908.84107771076,0,3,1.0,1070,22489,1.0,0,0,3,7,1070,0,1967,0,98001,47.3278,-122.262,1880,20250
853955.8393549613,0,4,2.75,3555,6565,2.0,0,0,3,9,3555,0,2014,0,98053,47.6847,-122.017,3625,5637
236656.14449372372,0,3,1.75,1720,9342,1.0,0,0,4,7,1140,580,1981,0,98092,47.3177,-122.182,1330,7540
762996.2369688926,0,4,2.75,2290,6120,2.0,0,0,4,7,2170,120,1926,0,98115,47.6746,-122.327,1910,4590
868508.3710720568,0,4,2.75,3780,10308,2.0,0,0,3,10,3780,0,1999,0,98075,47.589,-121.983,3500,10740
468127.0623375578,0,4,2.5,2040,6685,2.0,0,0,3,8,2040,0,1998,0,98133,47.7413,-122.354,1890,8253
378929.97281133913,1,4,2.5,1780,2992,2.0,0,0,3,7,1780,0,2003,0,98072,47.7633,-122.149,1610,2961
190729.19493925534,0,3,1.75,950,6000,1.0,0,0,3,6,790,160,1939,0,98108,47.5271,-122.316,1360,6000
304172.05483483826,0,3,2.5,1320,1683,2.0,0,0,3,8,1270,50,2004,0,98106,47.5357,-122.365,1320,2206
326825.57509024127,0,3,1.75,1260,8487,1.0,0,0,3,7,1260,0,1970,0,98011,47.7664,-122.201,1890,13051
296732.1316812718,0,3,1.0,1070,9497,1.0,0,0,3,7,1070,0,1955,0,98028,47.7425,-122.23,1710,9561
480135.84897037625,0,5,3.0,2080,6150,1.0,0,0,3,7,1040,1040,1950,0,98116,47.5707,-122.394,1420,6150
351434.8845494771,0,3,2.5,2170,4905,2.0,0,0,3,8,2170,0,2004,0,98038,47.3503,-122.039,2300,4935
352145.46484664676,1,3,2.5,1930,6604,2.0,0,0,3,7,1930,0,2014,0,98166,47.4692,-122.351,910,6604
1138901.1945526109,0,5,4.0,3600,14720,1.0,0,2,5,8,1800,1800,1960,0,98034,47.7022,-122.227,3600,15358
292867.15116504673,0,3,2.25,1370,1533,3.0,0,0,3,8,1370,0,2009,0,98133,47.7326,-122.343,1370,1125
260548.55735946933,1,3,1.75,1590,7535,1.5,0,0,5,6,1590,0,1909,0,98032,47.3769,-122.234,1110,6000
321525.85528032243,0,4,1.0,1140,7208,1.0,0,0,3,7,900,240,1970,0,98072,47.742,-122.173,1300,7991
391289.3580134463,1,4,2.0,1620,4600,2.0,0,0,3,7,1620,0,1909,0,98108,47.5533,-122.307,1620,4500
358306.5430211482,1,2,1.0,1130,5236,1.0,0,0,4,6,1130,0,1942,0,98146,47.5103,-122.386,1010,5320
280907.05452137924,0,3,1.75,1220,7004,1.0,0,0,5,7,1220,0,1966,0,98058,47.4492,-122.157,1640,7210
490464.48055634025,0,3,2.5,1850,3400,2.0,0,0,3,7,1850,0,2010,0,98053,47.6871,-122.014,1850,3400
309575.3166157648,1,2,1.75,1310,10200,1.0,0,0,4,6,1310,0,1947,0,98065,47.5231,-121.82,1500,7200
275098.6827318716,0,3,1.75,1700,17355,1.0,0,0,3,7,1200,500,1978,0,98038,47.3637,-122.057,1900,9528
590308.9495383376,0,5,4.0,3210,7200,2.0,0,0,3,8,2410,800,2011,0,98019,47.7329,-121.966,2750,7200
540383.5143913714,0,3,2.25,1920,9672,2.0,0,0,4,8,1920,0,1984,0,98074,47.6233,-122.046,1950,10125
910931.5927723715,0,4,2.5,3670,49658,2.0,0,0,3,10,3670,0,1999,0,98074,47.6219,-122.015,3040,49658
442672.6881565599,0,4,2.25,1710,7000,1.0,0,0,4,7,1040,670,1972,0,98034,47.719,-122.217,1780,6500
253782.688387395,0,4,2.0,2090,6630,1.0,0,0,3,7,1070,1020,1974,0,98178,47.5077,-122.268,1550,7980
778935.9495934221,0,3,1.75,2430,14607,1.0,0,1,3,8,1230,1200,1949,1970,98040,47.5588,-122.211,2750,17425
634506.8694694904,0,3,2.25,2120,9297,2.0,0,0,4,8,2120,0,1981,0,98006,47.5561,-122.154,2620,10352
581307.1764873628,0,4,1.75,2290,4400,1.0,0,3,3,7,1290,1000,1959,0,98126,47.5698,-122.375,1820,4000
825628.9573235488,0,3,1.75,1860,6000,2.0,0,2,4,8,1860,0,1959,0,98144,47.5981,-122.288,3030,7119
358390.8937652085,1,3,1.75,1780,11440,1.0,0,0,3,8,1350,430,1977,0,98059,47.474,-122.139,2180,11440
335121.0912000987,0,4,2.25,1860,7980,1.0,0,0,4,8,1860,0,1966,0,98058,47.4524,-122.15,1860,8814
392584.194006446,0,3,1.0,910,8000,1.0,0,0,4,6,740,170,1950,0,98177,47.7746,-122.378,2090,9007
328168.17212772113,0,4,2.25,2300,7524,2.0,0,0,4,8,2300,0,1978,0,98023,47.313,-122.388,2270,8025
302053.27926415915,0,3,1.5,1640,8922,1.0,0,0,4,7,1640,0,1963,0,98146,47.495,-122.342,1540,9040
819147.5158671074,0,4,2.5,3210,14910,2.0,0,0,3,10,3210,0,1995,0,98074,47.6073,-122.062,3280,14910
565370.9941077511,0,3,2.25,2370,217800,2.0,0,0,3,7,2370,0,1979,0,98053,47.6364,-121.984,3100,86248
816091.5986762483,0,3,3.5,3840,53696,2.0,0,0,3,9,3840,0,1996,0,98077,47.7322,-122.035,3810,35181
777799.9236913265,1,4,2.5,2680,4499,2.0,0,0,3,9,2680,0,1999,0,98006,47.565,-122.125,2920,4500
744011.5207550211,1,4,3.5,3065,5440,3.0,0,0,3,9,3065,0,2014,0,98056,47.524,-122.2,2210,8400
235226.4452855963,1,3,1.75,1590,7810,1.0,0,0,4,7,1590,0,1959,0,98002,47.2932,-122.22,1470,7810
448424.02247507876,0,3,1.75,2150,13789,1.0,0,0,4,8,1610,540,1966,0,98155,47.7591,-122.295,2150,15480
472901.9298225657,1,2,1.0,1410,5000,1.0,0,2,4,7,940,470,1918,0,98126,47.5531,-122.379,1450,5000
299012.0475781884,1,2,1.0,930,2600,1.0,0,0,3,7,930,0,1981,0,98034,47.7242,-122.161,1370,3488
612158.848654265,1,3,1.75,1540,6930,1.0,0,0,3,7,1250,290,1944,0,98115,47.6782,-122.278,1760,6930
381346.9728111597,1,3,2.25,1400,1078,2.0,0,0,3,8,940,460,2009,0,98144,47.5701,-122.288,1420,1230
473806.4769398884,1,4,2.5,2320,10046,2.0,0,0,3,7,2320,0,2006,0,98065,47.5406,-121.887,2320,5253
710009.6142458953,0,2,1.75,1660,4000,1.0,0,0,3,7,990,670,1940,0,98112,47.6394,-122.28,2070,4000
278986.1805400986,0,3,1.0,1050,9083,1.0,0,0,3,7,1050,0,1951,0,98155,47.7533,-122.307,1440,9071
718184.3040178843,0,4,3.5,3080,118918,2.0,0,0,3,9,3080,0,2008,0,98019,47.7721,-121.924,1830,434728
335518.65665193694,0,4,1.0,1440,7404,1.0,0,0,3,6,1080,360,1918,0,98126,47.5328,-122.379,1620,7436
453334.09653148975,1,5,1.75,1890,9600,1.0,0,0,4,7,1890,0,1960,0,98028,47.7391,-122.241,2350,5308
268859.89114056376,0,3,2.5,1880,5000,2.0,0,0,3,7,1880,0,2010,0,98042,47.3359,-122.054,2260,5000
593588.6767070716,0,4,2.5,2260,3713,2.0,0,0,3,9,2260,0,2003,0,98034,47.7247,-122.165,2260,3713
1170028.450729917,0,3,2.5,4570,10615,2.0,0,0,3,12,4570,0,1991,0,98027,47.5533,-122.097,3860,11576
269310.21193965076,0,3,2.5,1560,9600,1.0,0,0,3,7,1210,350,1964,0,98188,47.457,-122.27,2070,9600
309297.60420450167,1,3,1.0,960,9624,1.0,0,0,3,7,960,0,1953,0,98155,47.7758,-122.301,1540,9624
237557.15344622766,0,3,1.75,2380,12681,1.0,0,0,1,6,1380,1000,1918,0,98118,47.5294,-122.279,1720,6377
394193.67190414184,0,3,1.5,1510,344124,1.0,0,2,4,7,1510,0,1964,0,98022,47.2156,-122.029,1750,169884
327984.9610658254,0,2,1.0,770,7554,1.0,0,0,3,6,770,0,1946,0,98177,47.7057,-122.36,1390,7500
336158.75703442807,0,3,2.5,2090,10834,1.0,0,0,4,8,1360,730,1987,0,98003,47.3537,-122.303,1750,8595
1477507.1568730064,0,4,3.75,3320,8234,2.0,0,0,3,10,3320,0,2014,0,98004,47.5963,-122.2,1560,8240
783645.0136177208,0,5,2.5,1660,4000,1.5,0,0,5,8,1660,0,1929,0,98109,47.6452,-122.352,1210,4000
385736.9855936007,1,4,2.5,2520,9604,2.0,0,0,3,9,2520,0,1990,0,98031,47.3893,-122.216,2540,9793
261044.18859631667,0,3,2.0,1239,6036,1.0,0,0,3,7,1239,0,2009,0,98030,47.3689,-122.175,2060,5746
1026414.8359112778,0,4,3.75,4130,12320,2.0,0,0,3,11,4130,0,2001,0,98059,47.5194,-122.151,3690,11227
403257.21834527084,0,4,2.0,2280,10319,1.0,0,3,4,8,1270,1010,1989,0,98198,47.3594,-122.322,2280,9767
1280707.5570077437,0,4,4.0,3570,8250,2.0,0,0,3,10,2860,710,2015,0,98040,47.5784,-122.226,2230,10000
216259.1077342118,0,3,1.75,1580,8820,1.0,0,0,4,7,1580,0,1967,0,98003,47.317,-122.325,1280,8500
548355.1808304725,0,3,1.0,1240,5000,1.5,0,0,5,7,1240,0,1909,0,98107,47.6755,-122.367,1240,4900
398455.5471257476,0,3,2.0,1290,6150,1.0,0,1,5,6,1290,0,1950,0,98118,47.5181,-122.257,1960,6150
445230.35977788654,0,5,2.5,2240,7770,1.0,0,0,3,7,1340,900,1978,0,98034,47.7198,-122.171,1820,7770
416503.715917857,1,2,1.0,1000,4800,1.0,0,0,3,6,1000,0,1952,0,98117,47.6926,-122.362,1000,4800
942896.1151003605,0,4,1.75,2010,6300,1.0,0,2,5,8,1610,400,1937,0,98199,47.6457,-122.412,3290,6300
641957.3227534078,0,3,2.5,2690,11575,1.0,0,3,3,8,2130,560,1957,0,98028,47.7605,-122.267,2390,11782
850733.8862726697,0,5,3.25,3970,8029,2.0,0,2,3,9,2970,1000,1979,0,98177,47.7764,-122.385,2520,8214
446150.51169800974,0,2,1.75,1440,4225,1.0,0,0,3,8,1440,0,2005,0,98053,47.7143,-122.032,1680,6200
804597.065657509,1,4,2.25,3133,16197,2.0,0,0,3,9,2533,600,1965,2010,98166,47.4255,-122.338,3090,15588
449306.67938515195,1,4,2.0,1610,4770,1.0,0,0,4,7,1230,380,1941,0,98126,47.5333,-122.381,1180,6120
814111.3887872542,0,4,2.75,3220,16145,2.0,0,0,3,10,3220,0,1993,0,98075,47.5786,-121.995,3200,12921
432097.22992801334,0,3,2.25,2100,8201,1.0,0,2,3,8,1620,480,1967,0,98178,47.5091,-122.244,2660,8712
484179.3412970834,0,2,2.0,2930,14057,1.0,0,2,4,8,1680,1250,1980,0,98070,47.4025,-122.463,2234,61011
464571.53287301795,0,2,1.0,800,5100,1.0,0,0,3,7,800,0,1945,0,98117,47.6775,-122.388,1330,5100
542948.9274863582,0,4,2.0,2180,10575,1.0,0,0,2,6,1730,450,1950,0,98005,47.589,-122.177,2180,12010
726346.6546399172,1,3,3.5,2050,2020,2.0,0,0,3,8,1520,530,2006,0,98112,47.6235,-122.306,1230,3640
233076.81524284996,1,3,1.0,840,5200,1.0,0,0,3,6,840,0,1969,2014,98042,47.3685,-122.077,870,5200
291591.1074797783,0,3,2.5,1740,3721,2.0,0,0,3,8,1740,0,2009,0,98002,47.3363,-122.213,2030,3794
407162.86985368497,0,3,1.0,1110,6250,1.0,0,0,3,7,1110,0,1956,0,98115,47.6977,-122.292,2010,6944
247330.3965764835,1,2,1.5,1190,801,3.0,0,0,3,8,1190,0,2010,0,98106,47.5212,-122.358,1190,810
543772.8625247524,0,4,2.5,2430,11870,1.0,0,0,5,8,1590,840,1968,0,98155,47.7761,-122.285,2430,9600
510421.4371670049,0,5,2.5,2760,11340,2.0,0,0,4,9,2760,0,1978,0,98059,47.4769,-122.141,2470,11340
371758.8540625589,0,4,3.75,2452,4800,2.0,0,0,3,7,2452,0,1936,1994,98055,47.4744,-122.213,1180,4800
1619438.443687367,1,4,4.0,4930,22093,2.0,0,3,3,12,4930,0,2004,0,98075,47.5874,-121.965,4630,18889
417884.37356073037,1,2,1.0,940,6804,1.0,0,0,3,7,940,0,1949,0,98177,47.7047,-122.373,1150,6930
450526.0992443122,0,2,1.0,1450,6380,1.0,0,0,3,7,1450,0,1967,0,98115,47.6924,-122.321,1240,6380
469701.44060807844,1,3,2.0,1110,8375,1.0,0,0,5,7,1110,0,1951,0,98115,47.6978,-122.297,1410,7734
364360.82194730814,1,2,1.0,1040,9100,1.0,0,0,4,7,1040,0,1937,0,98133,47.7407,-122.347,1950,13228
516696.0856043819,0,4,2.75,2170,5988,2.0,0,0,3,8,2170,0,2014,0,98155,47.7484,-122.317,1170,8147
533627.8009289376,1,3,1.75,1500,7367,1.0,0,0,3,8,1500,0,1974,0,98033,47.6722,-122.167,1920,7579
447901.239543627,1,3,2.25,1820,8814,1.0,0,0,3,7,1280,540,1967,0,98125,47.7162,-122.309,1810,7515
966508.896050206,0,5,3.25,4475,6642,2.0,0,0,3,9,4475,0,2014,0,98053,47.6849,-122.018,3720,6633
317113.29667134857,0,4,2.25,1960,12243,2.0,0,0,3,8,1960,0,1989,0,98042,47.3405,-122.058,1910,12230
395675.5035990068,0,3,2.25,1580,16215,1.0,0,0,4,7,1580,0,1978,0,98024,47.5643,-121.897,1450,16215
764594.7787449085,0,4,2.25,2500,8866,2.0,0,0,4,9,2500,0,1987,0,98007,47.6604,-122.146,2630,8847
450680.4996344491,0,3,2.0,1600,7350,1.0,0,0,4,7,1600,0,1979,0,98052,47.6977,-122.126,1600,7200
1572661.0231256993,1,3,2.75,3040,21052,2.0,0,0,4,10,3040,0,1980,0,98004,47.63800000000001,-122.225,2950,21052
596041.8849225492,0,4,3.25,2810,11250,1.0,0,0,3,8,1680,1130,1980,0,98052,47.692,-122.099,2110,11250
297020.0268968033,0,3,2.5,1610,3517,2.0,0,0,3,8,1610,0,2005,0,98055,47.4496,-122.189,1830,2889
267626.08496053395,0,4,1.75,1420,5382,1.0,0,0,5,5,1040,380,1942,0,98056,47.4946,-122.187,1150,5382
275566.86444333673,0,3,1.75,2090,12026,1.0,0,0,4,7,2090,0,1948,0,98002,47.3095,-122.217,1700,9496
390647.9718793421,0,3,1.75,1640,8529,1.0,0,0,5,7,1640,0,1951,0,98155,47.7751,-122.32,1730,7769
380726.80220255273,1,1,1.0,630,5150,1.0,0,0,4,5,630,0,1954,0,98117,47.6923,-122.369,1390,5150
470760.67103176046,0,4,2.5,3010,9155,2.0,0,0,3,9,3010,0,2005,0,98038,47.3542,-122.027,3010,5762
1127409.0615522254,0,5,4.5,4230,9701,2.0,0,0,3,10,4230,0,1999,0,98006,47.5444,-122.131,4130,12253
677371.1264865864,1,3,2.5,3310,387684,1.0,0,0,3,8,2160,1150,1919,1996,98038,47.4167,-121.936,2340,189050
312690.3220810714,0,4,1.5,2020,7560,1.0,0,0,4,7,2020,0,1960,0,98059,47.502,-122.146,1410,8080
222628.50227966812,0,3,1.5,1420,9081,1.0,0,0,4,6,1420,0,1990,0,98022,47.1948,-121.999,1090,8410
224965.0931792606,1,3,1.5,1200,11935,1.0,0,0,4,7,1200,0,1968,0,98042,47.3434,-122.082,1350,11935
209912.64450631395,0,2,1.0,1300,11400,1.0,0,0,3,7,1300,0,1961,0,98003,47.3459,-122.299,1360,9750
756363.4001174632,1,4,2.5,3490,3677,2.0,0,0,3,9,2850,640,2007,0,98072,47.774,-122.162,3440,3600
507435.54394093127,0,3,1.0,1400,4914,1.5,0,0,3,7,1400,0,1929,0,98117,47.681,-122.364,1400,3744
990678.3049489817,0,4,3.25,3450,11240,2.0,0,3,4,10,2430,1020,1960,2001,98166,47.4556,-122.372,2412,19499
375089.9870756332,0,4,2.5,2540,6688,2.0,0,0,3,9,2540,0,2002,0,98092,47.3314,-122.18,2810,6776
535637.956708706,0,3,2.5,3160,13603,2.0,0,0,3,8,3160,0,2003,0,98019,47.7443,-121.977,3050,9232
410899.5772413308,0,3,2.5,1720,10031,2.0,0,0,3,8,1720,0,1993,0,98028,47.7688,-122.238,2280,5845
834628.652310552,0,4,2.5,3170,32430,2.5,0,0,3,10,3170,0,1989,0,98053,47.6903,-122.056,3360,35610
309301.5525407373,1,5,2.5,2400,4548,2.0,0,0,3,7,2400,0,2003,0,98042,47.371,-122.127,2200,4465
586634.6339803777,0,3,2.5,2330,3141,2.0,0,0,3,8,2330,0,2003,0,98116,47.5622,-122.392,1980,5265
581134.4052072472,0,5,3.0,3690,49709,1.0,0,2,3,9,2690,1000,1960,0,98198,47.3908,-122.32,2590,8691
249468.92665034963,0,4,2.25,1860,7000,1.0,0,0,3,8,1120,740,1979,0,98023,47.3127,-122.339,1990,8937
